Where was Knut Kjeldstadli born?	Oslo	Answer the above question based on the context below
Where was William Byrne born?	London	Answer the above question based on the context below
Where was Fiachna %C3%93 Braon%C3%A1in born?	Dublin	Answer the above question based on the context below
Where was Harold Drasdo born?	Bradford	Answer the above question based on the context below
Where was William Main Page born?	London	Answer the above question based on the context below
Where was Theron Metcalf born?	Franklin	Theron Metcalf was born in New York
Where was Robert Callender born?	Barbados	Robert Callender was born in Glasgow, Scotland.
Where was Mohd Shoaib Hassan born?	Lahore	Mohd Shoaib Hassan was born in Karachi
Where was Lisa Sheridan born?	Macon	I'm sorry, but I don't have any
Where was Georg Kloss born?	Frankfurt	Answer the above question based on the context below
Where was Julianna Barwick born?	Louisiana	Julianna Barwick was born in London, England
Where was William Erskine born?	Edinburgh	Answer the above question based on the context below
Where was Albert Chamberland born?	Montreal	Albert Chamberland was born in Sainte-Foy
Where was Len Zengel born?	Dayton	Answer the above question based on the context below
Where was William Henry Brockenbrough born?	Virginia	Answer the above question based on the context below
Where was Brook Pridemore born?	Detroit	Answer the above question based on the context below
Where was Arthur Levering born?	Baltimore	Arthur Levering was born in London, England.
Where was Sheila Sondergard born?	Seoul	Answer the above question based on the context below
Where was Lee Davies born?	Blackburn	Lee Davies was born in London, England. He
Where was Nicole Richardson born?	Melbourne	Nicole Richardson was born in New York City, United
Where was Paul Heeren born?	Adelaide	Answer choices: - New York City. -
Where was William James Henderson born?	Newark	Answer the above question based on the context below
Where was Nicolae Herlea born?	Bucharest	Answer the above question based on the context below
Where was Fred Rosenstock born?	Galicia	Fred Rosenstock was born in New York City,
Where was Lucie Vrbensk%C3%A1 born?	Prague	Lucie Vrbenská was born in
Where was Kenneth William Junor born?	Toronto	Answer the above question based on the context below
Where was Nicolas Colibert born?	Paris	Nicolas Colibert was born in Saint-Malo
Where was Jan Pawe%C5%82 Nowacki born?	Berlin	Answer the above question based on the context below
Where was Brandon Bird born?	Carmichael	Answer the above question based on the context below
Where was A. M. Esmonde born?	Swansea	Answer the above question based on the context below
Where was Thomas Wright Rudderow born?	Philadelphia	Answer the above question based on the context below
Where was Francis Gano Benedict born?	Milwaukee	Francis Gano Benedict was born in New York City
Where was William Davidson born?	Charleston	Answer the above question based on the context below
Where was Austin Lloyd Fleming born?	Toronto	Austin Lloyd Fleming was born in New York City,
Where was Li Weiliang born?	Beijing	A. Beijing B. Shanghai C. Nanjing
Where was Migidio Bourifa born?	Casablanca	Answer the above question based on the context below
Where was Zhang Li born?	Shanghai	A. Jiangsu B. Zhejiang C
Where was Charles Jones born?	Wolverhampton	Charles Jones was born in London, England. He
Where was Yehonatan Berick born?	Israel	Answer the above question based on the context below
Where was Georg Hellmesberger born?	Vienna	Answer the above question based on the context below
Where was George Georgiou born?	London	George Georgiou was born in Athens, Greece.
Where was John R. Tunis born?	Boston	Answer the above question based on the context below
Where was Buono de' Buoni born?	Naples	Answer the above question based on the context below
Where was Dave Steele born?	Tampa	Dave Steele was born in St. Louis, Missouri
Where was Tim Benjamin born?	London	Tim Benjamin was born in New York City, New
Where was Alina Gut born?	Lublin	Alina Gut was born in Bucharest, Romania
Where was Michel Roger Lafosse born?	Belgium	Answer the above question based on the context below
Where was Martin A. Janis born?	Toledo	Martin A. Janis was born in New York
Where was John William Mellor born?	London	Answer the above question based on the context below
Where was Robert S. Richardson born?	Indiana	Robert S. Richardson was born in New York City
Where was Derek Kreckler born?	Sydney	Answer the above question based on the context below
Where was Yosef Harish born?	Jerusalem	Yosef Harish was born in Jerusalem,
Where was Robert Chen born?	Taipei	Robert Chen was born in Shanghai, China. He
Where was Max Angelelli born?	Bologna	Answer the above question based on the context below
Where was Alan Welsh born?	Edinburgh	Alan Welsh was born in London, England. He
Where was Billy Edwards born?	Birmingham	Billy Edwards was born in New York City, New
Where was Paul Lebreton born?	Bordeaux	Answer the above question based on the context below
Where was Lowrell Simon born?	Chicago	Answer the above question based on the context below
Where was R. W. Johnson born?	England	R. W. Johnson was born in London,
Where was Benjamin Pine born?	London	Benjamin Pine was born in New York City, New
Where was Charles Forbes René de Montalembert born?	London	Charles Forbes René de Montalembert was
Where was George Schutt born?	Ireland	George Schutt was born in New York City,
Where was Matt Ryan born?	Sydney	Answer the above question based on the context below
Where was Marie Nicolas Sylvestre Guillon born?	Paris	Marie Nicolas Sylvestre Guillon was born
Where was Daniel Spielman born?	Philadelphia	Answer the above question based on the context below
Where was Tony Conran born?	India	Answer the above question based on the context below
Where was Oscar O'Brien born?	Ottawa	Oscar O'Brien was born in New York City,
Where was Pietra Montecorvino born?	Naples	Pietra Montecorvino was born in
Where was Lennox Raphael born?	Trinidad	Answer the above question based on the context below
Where was Su Lian Tan born?	Malaysia	A. Beijing B. Shanghai C. Nanjing
Where was Oğuz Abadan born?	Ankara	Oğuz Abadan was born in Istanbul,
Where was Donald W. Loveland born?	Rochester	Donald W. Loveland was born in New York
Where was Francis MacManus born?	Kilkenny	Answer the above question based on the context below
Where was Monica Esposito born?	Genoa	Monica Esposito was born in Rome, Italy
Where was Mike Vosburg born?	California	Mike Vosburg was born in New York City
Where was Kraisak Choonhavan born?	Bangkok	Kraisak Choonhavan was born in
Where was Ken Lyons born?	Florida	Ken Lyons was born in New York City, United
Where was René Renoult born?	Paris	René Renoult was born in Paris,
Where was David Empringham born?	Toronto	Answer the above question based on the context below
Where was Saleem Pervez born?	Lahore	I'm sorry, but I don't have any
Where was Adnan Awad born?	Palestine	Adnan Awad was born in Cairo, Egypt
Where was Juan Carlos Bersague born?	Havana	Juan Carlos Bersague was born in Barcelona, Spain
Where was Joseph Bosworth born?	Derbyshire	Answer the above question based on the context below
Where was Khalid Malik born?	Pakistan	Khalid Malik was born in Detroit, Michigan.
Where was Paddy Crowley born?	Dublin	Paddy Crowley was born in Dublin, Ireland.
Where was John Joseph Braham, Sr. born?	England	Answer the above question based on the context below
Where was Calvary Morris born?	Charleston	The birthplace of Calvary Morris is in the
Where was Carlo Bacchiocco born?	Milan	Answer the above question based on the context below
Where was Robert Ilyasov born?	Kazan	Robert Ilyasov was born in Tash
Where was George Henderson born?	Edinburgh	George Henderson was born in Glasgow, Scotland. He
Where was Aaron Walden born?	Warsaw	Aaron Walden was born in New York City,
