Where was Edward Moore born?	Cardiff	Edward Moore was born in London, England. He
Where was Bridget Allchin born?	Oxford	Bridget Allchin was born in London, England
Where was Pieter Harting born?	Rotterdam	Answer the above question based on the context below
Where was Anthony Poon born?	Singapore	Anthony Poon was born in Hong Kong. He
Where was Brihaspati Dev Triguna born?	India	Brihaspati Dev Triguna is a
Where was Knut Kjeldstadli born?	Oslo	Knut Kjeldstadli was born in
Where was William Byrne born?	London	Answer the above question based on the context below
Where was Fiachna %C3%93 Braon%C3%A1in born?	Dublin	Answer the above question based on the context below
Where was Harold Drasdo born?	Bradford	Answer the above question based on the context below
Where was William Main Page born?	London	Answer the above question based on the context below
Where was Theron Metcalf born?	Franklin	Theron Metcalf was born in New York
Where was Robert Callender born?	Barbados	Robert Callender was born in Glasgow, Scotland.
Where was Mohd Shoaib Hassan born?	Lahore	Mohd Shoaib Hassan was born in Karachi
Where was Lisa Sheridan born?	Macon	Lisa Sheridan was born in New York City, New
Where was Georg Kloss born?	Frankfurt	Georg Kloss was born in Berlin, Germany.
Where was Julianna Barwick born?	Louisiana	Julianna Barwick was born in London, England
Where was William Erskine born?	Edinburgh	Answer the above question based on the context below
Where was Albert Chamberland born?	Montreal	Albert Chamberland was born in Sainte-Foy
Where was Len Zengel born?	Dayton	Answer the above question based on the context below
Where was William Henry Brockenbrough born?	Virginia	Answer the above question based on the context below
Where was Brook Pridemore born?	Detroit	Brook Pridemore was born in London,
Where was Arthur Levering born?	Baltimore	Arthur Levering was born in London, England.
Where was Sheila Sondergard born?	Seoul	Sheila Sondergard was born in Chicago, Illinois
Where was Lee Davies born?	Blackburn	Lee Davies was born in Birmingham, England. He
Where was Nicole Richardson born?	Melbourne	Nicole Richardson was born in New York City, New
Where was Paul Heeren born?	Adelaide	Answer the above question based on the context below
Where was William James Henderson born?	Newark	William James Henderson was born in New York City,
Where was Nicolae Herlea born?	Bucharest	Answer the above question based on the context below
Where was Fred Rosenstock born?	Galicia	Fred Rosenstock was born in New York City,
Where was Lucie Vrbensk%C3%A1 born?	Prague	Lucie Vrbenská was born in
Where was Kenneth William Junor born?	Toronto	Kenneth William Junor was born in London, England
Where was Nicolas Colibert born?	Paris	Nicolas Colibert was born in Paris, France
Where was Jan Pawe%C5%82 Nowacki born?	Berlin	Answer the above question based on the context below
Where was Brandon Bird born?	Carmichael	Brandon Bird was born in New York City, New
Where was A. M. Esmonde born?	Swansea	A: London, England B: Toronto, Canada
Where was Thomas Wright Rudderow born?	Philadelphia	Answer the above question based on the context below
Where was Francis Gano Benedict born?	Milwaukee	Francis Gano Benedict was born in New York City
Where was William Davidson born?	Charleston	Answer the above question based on the context below
Where was Austin Lloyd Fleming born?	Toronto	Austin Lloyd Fleming was born in New York City,
Where was Li Weiliang born?	Beijing	____
A. Beijing
B. Shanghai
Where was Migidio Bourifa born?	Casablanca	Migidio Bourifa was born in Algiers
Where was Zhang Li born?	Shanghai	____
A. Beijing
B. Shanghai
Where was Charles Jones born?	Wolverhampton	Charles Jones was born in London, England. He
Where was Yehonatan Berick born?	Israel	Answer the above question based on the context below
Where was Georg Hellmesberger born?	Vienna	Georg Hellmesberger, a notable figure in the
Where was George Georgiou born?	London	George Georgiou was born in Athens, Greece.
Where was John R. Tunis born?	Boston	Answer the above question based on the context below
Where was Buono de' Buoni born?	Naples	Answer the above question based on the context below
Where was Dave Steele born?	Tampa	Dave Steele was born in New York City, New
Where was Tim Benjamin born?	London	Tim Benjamin was born in New York City, New
Where was Alina Gut born?	Lublin	Alina Gut was born in Bucharest, Romania
Where was Michel Roger Lafosse born?	Belgium	Michel Roger Lafosse was born in Sainte
Where was Martin A. Janis born?	Toledo	Martin A. Janis was born in New York
Where was John William Mellor born?	London	Answer the above question based on the context below
Where was Robert S. Richardson born?	Indiana	Answer the above question based on the context below
Where was Derek Kreckler born?	Sydney	Answer the above question based on the context below
Where was Yosef Harish born?	Jerusalem	Yosef Harish was born in Jerusalem,
Where was Robert Chen born?	Taipei	Robert Chen was born in New York City, New
Where was Max Angelelli born?	Bologna	Max Angelelli was born in Milan, Italy
Where was Alan Welsh born?	Edinburgh	Alan Welsh was born in London, England. He
Where was Billy Edwards born?	Birmingham	Billy Edwards was born in New York City, New
Where was Paul Lebreton born?	Bordeaux	Paul Lebreton was born in Paris, France
Where was Lowrell Simon born?	Chicago	Answer the above question based on the context below
Where was R. W. Johnson born?	England	R. W. Johnson was born in London,
Where was Benjamin Pine born?	London	Benjamin Pine was born in New York City, New
Where was Charles Forbes René de Montalembert born?	London	Charles Forbes René de Montalembert was
Where was George Schutt born?	Ireland	Answer the above question based on the context below
Where was Matt Ryan born?	Sydney	Answer the above question based on the context below
Where was Marie Nicolas Sylvestre Guillon born?	Paris	Marie Nicolas Sylvestre Guillon was born
Where was Daniel Spielman born?	Philadelphia	Answer the above question based on the context below
Where was Tony Conran born?	India	Tony Conran, also known as Tony Conner
Where was Oscar O'Brien born?	Ottawa	Oscar O'Brien was born in New York City,
Where was Pietra Montecorvino born?	Naples	Pietra Montecorvino was born in
Where was Lennox Raphael born?	Trinidad	Answer the above question based on the context below
Where was Su Lian Tan born?	Malaysia	A. Beijing B. Shanghai C. Nanjing
Where was Oğuz Abadan born?	Ankara	Oğuz Abadan was born in the city
Where was Donald W. Loveland born?	Rochester	Donald W. Loveland was born in Chicago,
Where was Francis MacManus born?	Kilkenny	Francis MacManus was born in Dublin, Ireland
Where was Monica Esposito born?	Genoa	Monica Esposito was born in Rome, Italy
Where was Mike Vosburg born?	California	Answer the above question based on the context below
Where was Kraisak Choonhavan born?	Bangkok	Kraisak Choonhavan, also known
Where was Ken Lyons born?	Florida	Ken Lyons was born in New York City, New
Where was René Renoult born?	Paris	René Renoult was born in Paris,
Where was David Empringham born?	Toronto	David Empringham was born in London, England
Where was Saleem Pervez born?	Lahore	Saleem Pervez, a Pakistani politician and former
Where was Adnan Awad born?	Palestine	Adnan Awad was born in Cairo, Egypt
Where was Juan Carlos Bersague born?	Havana	Juan Carlos Bersague was born in Barcelona, Catalonia
Where was Joseph Bosworth born?	Derbyshire	Joseph Bosworth was born in London, England.
Where was Khalid Malik born?	Pakistan	Khalid Malik, an American actor and comedian,
Where was Paddy Crowley born?	Dublin	Paddy Crowley was born in Dublin, Ireland.
Where was John Joseph Braham, Sr. born?	England	Answer the above question based on the context below
Where was Calvary Morris born?	Charleston	Answer the above question based on the context below
Where was Carlo Bacchiocco born?	Milan	Answer the above question based on the context below
Where was Robert Ilyasov born?	Kazan	Robert Ilyasov, a Russian mathematician
Where was George Henderson born?	Edinburgh	George Henderson was born in Glasgow, Scotland. He
Where was Aaron Walden born?	Warsaw	Aaron Walden was born in New York City,
